"Kode","Stednavn","region","big_category_code","big_category","small_category_code","small_category","west_of_Helsingør","decLatitude","decLongitude","Modern_Country","Modern_name","Province","Remark","Zoom"
"745FRF","Friederichsfehn","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.12055500","8.09527700","Germany","Friederichsfehn","Lower Saxony",,"11"
"745LAR","Larrelt","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.36444400","7.15361100","Germany","Larrelt","Lower Saxony",,"11"
"745LWU","Land Wursten","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.68583300","8.54833300","Germany","Land Wursten","Lower Saxony",,"11"
"745PIL","Pilsum","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.48250000","7.06333300","Germany","Pilsum","Lower Saxony",,"11"
"745POL","Polder","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.39472200","7.60166600","Germany","Polder","Lower Saxony",,"11"
"745RHA","Rhauderfehn","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.13611100","7.57444400","Germany","Rhauderfehn","Lower Saxony",,"11"
"745SCH","Schlüterdeich","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.20000000","8.45722200","Germany","Schlüterdeich","Lower Saxony",,"11"
"745SPE","Spetzerfehn","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.38833300","7.61944400","Germany","Spetzerfehn","Lower Saxony",,"11"
"745STF","Steenfelde","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.13305500","7.43666600","Germany","Steenfelde","Lower Saxony",,"11"
"745VHR","Vehr","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","52.68027700","7.93861100","Germany","Vehr","Lower Saxony",,"11"
"745VOL","Volkenshagen","Tyskland","1","The Baltic","13","South Baltic: East Prussia to Lubeck","false","54.14861100","12.26416600","Germany","Volkenshagen","Mecklenburg-Vorpommern",,"11"
"750ABF","Abbenfleth","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.66916600","9.49111100","Germany","Abbenfleth","Lower Saxony",,"11"
"750ALF","Alfhausen","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","52.50000000","7.95000000","Germany","Alfhausen","Lower Saxony",,"11"
"750AUM","Aumund","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.17527700","8.62611100","Germany","Aumund","Bremen",,"11"
"750BAN","Bangstede","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.42055500","7.40027700","Germany","Bangstede","Lower Saxony",,"11"
"750BAR","Barßelermoor","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.16666600","7.71666600","Germany","Barßelermoor","Lower Saxony",,"11"
"750BET","Bettingbühren","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.19861100","8.47750000","Germany","Bettingbühren","Lower Saxony",,"11"
"750BIN","Bingum","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.22194400","7.41333300","Germany","Bingum","Lower Saxony",,"11"
"750BLE","Blexen","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.53027700","8.53222200","Germany","Blexen","Lower Saxony",,"11"
"750BOZ","Boekzetelerfehn","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.32805500","7.50777700","Germany","Boekzetelerfehn","Lower Saxony",,"11"
"750BUL","Bült","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.44333300","7.93722200","Germany","Bült","Lower Saxony",,"11"
"750DOR","Dornumergrode","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.67138800","7.43555500","Germany","Dornumergrode","Lower Saxony",,"11"
"750EDE","Edewecht","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.12694400","7.98388800","Germany","Edewecht","Lower Saxony",,"11"
"750ESH","Esenshamm","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.44861100","8.43805500","Germany","Esenshamm","Lower Saxony",,"11"
"750FAR","Farge","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.20138800","8.53055500","Germany","Farge","Bremen",,"11"
"750FED","Fedderwarden","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.56138800","8.04361100","Germany","Fedderwarden","Lower Saxony",,"11"
"750FES","Fedderwardersiel","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.59638800","8.35500000","Germany","Fedderwardersiel","Lower Saxony",,"11"
"750FIN","Finkenwerder","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","53.53083300","9.85777700","Germany","Finkenwerder","Hamburg",,"11"
"750FRI","Friesoythe","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.02250000","7.85750000","Germany","Friesoythe","Lower Saxony",,"11"
"750GRO","Groothusen","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.43500000","7.06555500","Germany","Groothusen","Lower Saxony",,"11"
"750GRS","Großensiel","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.46888800","8.47333300","Germany","Großensiel","Lower Saxony",,"11"
"750HOH","Hohn","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","54.30000000","9.50000000","Germany","Hohn","Schleswig-Holstein",,"11"
"750JHE","Jheringsfehn","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.31805500","7.51833300","Germany","Jheringsfehn","Lower Saxony",,"11"
"750LEM","Lemwerder","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.16666600","8.61666600","Germany","Lemwerder","Lower Saxony",,"11"
"750LEU","Leuchtenburg","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.22555500","8.17833300","Germany","Leuchtenburg","Lower Saxony",,"11"
"750LOG","Loga","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.23694400","7.49222200","Germany","Loga","Lower Saxony",,"11"
"750LUB","Lübbertsfehn","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.38888800","7.50972200","Germany","Lübbertsfehn","Lower Saxony",,"11"
"750MAR","Mariensiel","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.50833300","8.03972200","Germany","Mariensiel","Lower Saxony",,"11"
"750NEE","Neermoor","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.30527700","7.42666600","Germany","Neermoor","Lower Saxony",,"11"
"750NEF","Neu Friederikengroden","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.70444400","7.90972200","Germany","Neu Friederikengroden","Lower Saxony",,"11"
"750NEU","Neumühlen","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","52.94388800","9.25250000","Germany","Neumühlen","Lower Saxony",,"11"
"750OLD","Oldendorp","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.30805500","7.29305500","Germany","Oldendorp","Lower Saxony",,"11"
"750OST","Ostersander","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.42055500","7.52250000","Germany","Ostersander","Lower Saxony",,"11"
"750RON","Ronnenberg","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","52.31916600","9.65527700","Germany","Ronnenberg","Lower Saxony",,"11"
"750SLB","Soltburg","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.23527700","7.38277700","Germany","Soltburg","Lower Saxony",,"11"
"750SUN","Sundsacker","Tyskland","1","The Baltic","1","Denmark","false","54.62527700","9.94305500","Germany","Sundsacker","Schleswig-Holstein",,"11"
"750TIM","Timmel","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.36500000","7.52277700","Gerrmany","Timmel","Lower Saxony",,"11"
"750WAR","Warsingsfehn","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.31083300","7.48750000","Germany","Warsingsfehn","Lower Saxony",,"11"
"751BAR","Barßel","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.16833300","7.74500000","Germany","Barßel","Lower Saxony",,"11"
"751BOR","Borssum","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","53.34528760","7.22140980","Germany","Borssum","Lower Saxony",,"11"
"751DOR","Dornum","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.65000000","7.41666600","Germany","Dornum","Lower Saxony",,"11"
"751ELB","Ellerbek","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.65000000","9.86666600","Germany","Ellerbek","Schleswig-Holstein",,"11"
"751EMD","Emden","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.36666600","7.21666600","Germany","Emden","Lower Saxony",,"11"
"751EVE","Evenburg","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.26833300","7.49972200","Germany","Evenburg","Lower Saxony",,"11"
"751LUT","Lutten","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","52.76250000","8.34305500","Germany","Lutten","Lower Saxony",,"11"
"751WEN","Weener","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.16305500","7.35027700","Germany","Weener","Lower Saxony",,"11"
"752MET","Mettingen","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","52.31666600","7.78333300","Germany","Mettingen","North Rhine-Westphalia",,"11"
"752RHE","Rhede","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","51.83527700","6.69583300","Germany","Rhede","North Rhine-Westphalia",,"11"
"758ACK","Ackemerziel","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","53.51666600","8.05000000","Germany","Accumersiel","Lower Saxony",,"11"
"758AUR","Aurich","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.46666600","7.48333300","Germany","Aurich","Lower Saxony",,"11"
"758BAT","Baltrum","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.73333300","7.36666600","Germany","Baltrum","Lower Saxony",,"11"
"758BEK","Bekhausen","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.31666600","8.15000000","Germany","Bekhausen","Lower Saxony",,"11"
"758BES","Bensersiel","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.68333300","7.58333300","Germany","Bensersiel","Lower Saxony",,"11"
"758BOK","Borkum","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.58333300","6.66666600","Germany","Borkum","Lower Saxony",,"11"
"758BOR","Borsum","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.03333300","7.28333300","Germany","Borsum","Lower Saxony",,"11"
"758BUN","Bunde","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","53.18333300","7.26666600","Germany","Bunde","Lower Saxony",,"11"
"758CAZ","Carolinen ziel","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.70000000","7.80000000","Germany","Carolinensiel","Lower Saxony",,"11"
"758CHP","Charlottenpolder","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.18333300","7.23333300","Germany","Charlottenpolder","Lower Saxony",,"11"
"758COL","Coldam","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","53.20782160","7.40059230","Germany","Coldam","Lower Saxony",,"11"
"758DIT","Ditzum","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.31666600","7.28333300","Germany","Ditzum","Lower Saxony",,"11"
"758DOU","Dornumersiel","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.66666600","7.46666600","Germany","Dornumersiel","Lower Saxony",,"11"
"758ESE","Esens","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.65000000","7.60000000","Germany","Esens","Lower Saxony",,"11"
"758GRT","Gretsiel","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.50000000","7.10000000","Germany","Greetsiel","Lower Saxony",,"11"
"758HAZ","Harlingersyl","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.70000000","7.80000000","Germany","Harlesiel","Lower Saxony",,"11"
"758JUI","Juist","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.68333300","7.00000000","Germany","Juist","Lower Saxony",,"11"
"758LAN","Langeoog","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.74765400","7.50401900","Germany","Langeoog","Lower Saxony",,"11"
"758LER","Leer","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.23333300","7.43333300","Germany","Leer","Lower Saxony",,"11"
"758LIN","Lingen","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","52.52138800","7.31833300","Germany","Lingen","Lower Saxony",,"11"
"758MAR","Marke","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","53.13840000","7.37890000","Germany","Mitling-Mark","Lower Saxony",,"11"
"758NEF","Neuefehn","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","53.33618550","7.54970490","Germany","Neuefehn","Lower Saxony",,"11"
"758NEM","Nessmersiel","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.66666600","7.35000000","Germany","Neßmersiel","Lower Saxony",,"11"
"758NES","Nesse","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.65000000","7.38333300","Germany","Nesse","Lower Saxony",,"11"
"758NEU","Neuharlingersiel","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.70000000","7.70000000","Germany","Neuharlingersiel","Lower Saxony",,"11"
"758NOE","Norderney","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.70000000","7.15000000","Germany","Norderney","Lower Saxony",,"11"
"758NSL","Nesserland","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.35000000","7.18333300","Germany","Nesserland","Lower Saxony",,"11"
"758OLD","Oldersum","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.33333300","7.33333300","Germany","Oldersum","Lower Saxony",,"11"
"758ROR","Rorichmoor","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.30780200","7.43937200","Germany","Rorichmoor","Lower Saxony",,"11"
"758SPI","Spiekeroog","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.76666600","7.70000000","Germany","Spiekeroog","Lower Saxony",,"11"
"758STS","Steinosterziel","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","54.51805500","8.68611100","Germany","Osterziel","Schleswig-Holstein",,"11"
"758WAN","Wangerooge","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.79000000","7.89916600","Germany","Wangerooge","Lower Saxony",,"11"
"758WAS","Westeraccumersiel","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.66666600","7.48333300","Germany","Westeraccumersiel","Lower Saxony",,"11"
"758WES","Westerbense","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.67722200","7.59277700","Germany","Westbense","Lower Saxony",,"11"
"759AUS","Austen","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","52.80000000","8.48333300","Germany","Austen","Lower Saxony",,"11"
"759GEM","Gemgum","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.26666600","7.38333300","Germany","Jemgum","Lower Saxony",,"11"
"759OEF","Østfriesland","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.33333300","7.50000000","Germany","Ostfriesland","Lower Saxony",,"11"
"759PET","Petkum","Østfriesland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.33500000","7.27638800","Germany","Petkum","Lower Saxony",,"11"
"761HAL","Halte","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.10000000","7.36666600","Germany","Halte","Lower Saxony",,"11"
"761HEE","Hayde","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","53.00240700","6.98641700","Germany","Heede","Lower Saxony",,"11"
"761PAP","Papenburg","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.06666600","7.40000000","Germany","Papenburg","Lower Saxony",,"11"
"761PAS","Papenborgerziel","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","53.06666600","7.40000000","Germany","Papenburg","Lower Saxony",,"11"
"763MEP","Meppen","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","52.68333300","7.31666600","Germany","Meppen","Lower Saxony",,"11"
"763MUT","Munsterland","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","52.78333300","8.01666600","Germany","Oldenburgisches Münsterland","Lower Saxony",,"11"
"769EMS","Ems","Tyskland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","53.35000000","6.97000000","Germany","Ems","Lower Saxony",,"10"
"770BAS","Basel","Switserland","2","North Sea (German/Danish coast)","19","Hamburg, Bremen, Kleine Oost","true","47.55833300","7.57305500","Switzerland","Basel","Switzerland",,"11"
"770SWI","Switserland","Switserland","2","North Sea (German/Danish coast)","19","Hamburg. Bremen. Kleine Oost","true","47.00000000","8.01416600","Switzerland","Switzerland","Switzerland",,"11"
"771LIE","Liege","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","50.63361100","5.56750000","Belgium","Liège","Liège",,"11"
"771OST","Ostende","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.21666600","2.91666600","Belgium","Ostende","West Vlaanderen",,"11"
"772ROE","Roeselare","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","50.94638800","3.12250000","Belgium","Roeselare","West Vlaanderen",,"11"
"775BEL","Belgien","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","50.83333300","4.00000000","Belgium","Belgium","Belgium",,"11"
"779ANW","Antwerpen","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.21666600","4.41666600","Belgium","Antwerpen","Antwerpen",,"11"
"779BRG","Brugge","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.20972200","3.22500000","Belgium","Brugge","West Vlaanderen",,"11"
"779BRS","Brussel","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","50.85027700","4.34861100","Belgium","Brussels","Région de Bruxelles-Capitale",,"11"
"779DEN","Dendermonde","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.02861100","4.10083300","Belgium","Dendermonde","Oost Vlaanderen",,"11"
"779FLN","Flandern","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.20000000","2.90000000","Belgium","Flanders","West Vlaanderen",,"9"
"779GEN","Gent","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.05000000","3.71666600","Belgium","Ghent","Oost Vlaanderen",,"11"
"779LIL","Lillo","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.30810000","4.29610000","Belgium","Antwerpen","Antwerpen",,"11"
"779LOV","Loven","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","50.87944400","4.70083300","Belgium","Leuven","Vlaams Brabant",,"11"
"779MEC","Mecheln","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.03333300","4.46666600","Belgium","Mechelen","Antwerpen",,"11"
"779NIE","Niel","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.11083300","4.33416600","Belgium","Niel","Antwerpen",,"11"
"779NIP","Nieuwport","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.13333300","2.75000000","Belgium","Nieuwpoort","West Vlaanderen",,"11"
"779SCH","Schelde","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.31064900","4.27453600","Belgium","River Scheldt","Antwerpen",,"10"
"779STE","Steenberg","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","50.82361100","4.67194400","Belgium","Steenberg","Vlaams Brabant",,"11"
"779TER","Terhaegen","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","50.73333300","5.93333300","Belgium","Terhaegen","Liège",,"11"
"779WCH","Wichelen","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.00500000","3.97666600","Belgium","Wichelen","Oost Vlaanderen",,"11"
"779WIL","Willebroek","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.06027700","4.36000000","Belgium","Willebroek","Antwerpen",,"11"
"779YPE","Ypern","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","50.85000000","2.88333300","Belgium","Ieper","West Vlaanderen",,"11"
"779ZEL","Zelzate","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.18944400","3.80777700","Belgium","Zelzate","Oost Vlaanderen",,"11"
"780BOO","Boom","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","51.09222200","4.37166600","Belgium","Boom","Antwerpen",,"11"
"780KOR","Kortrijk","Belgien","2","North Sea (German/Danish coast)","20","The Austrian Netherlands","true","50.82777700","3.26472200","Belgium","Kortrijk","West Vlaanderen",,"11"
"789NON","Nordsøen","Nordsøen","2","North Sea (German/Danish coast)","21","North Sea withou specification","true","56.40000000","3.50000000","Northsea","North Sea","North Sea",,"5"
"791ARC","Archangelsk","Rusland","3","Arctic (Archangel. Murmansk)","22","Russian Arctic ports (Archangel)","true","64.54000000","40.54000000","Russia","Arkhangelsk","Oblast Archangelsk",,"11"
"792FIS","Vissers Eiland","Rusland","3","Arctic (Archangel. Murmansk)","22","Russian Arctic ports (Archangel)","true","69.70000000","32.60000000","Russia","Poluostrov Rybachiy","Murmansk Oblast",,"8"
"792KAL","Kaldin","Rusland","3","Arctic (Archangel. Murmansk)","22","Russian Arctic ports (Archangel)","true","69.35050000","34.17280000","Russia","Kil'din","Murmansk Oblast","old Dutch name Kilduin","10"
"792KEM","Kem","Rusland","3","Arctic (Archangel. Murmansk)","22","Russian Arctic ports (Archangel)","true","64.94717700","34.59175100","Russia","Kem","Karelia",,"11"
"792MUR","Murman","Rusland","3","Arctic (Archangel. Murmansk)","22","Russian Arctic ports (Archangel)","true","68.97166600","33.08194400","Russia","Murmansk","Murmansk Oblast",,"11"
"792RUS","Russisk Lapland","Rusland","3","Arctic (Archangel. Murmansk)","22","Russian Arctic ports (Archangel)","true","68.77667000","31.56626600","Russia","Russisk Lapland","Murmansk Oblast",,"6"
"799KOL","Kola","Rusland","3","Arctic (Archangel. Murmansk)","22","Russian Arctic ports (Archangel)","true","68.88083300","33.01638800","Russia","Kola","Murmansk Oblast",,"11"
"799ONE","Onega","Rusland","3","Arctic (Archangel. Murmansk)","22","Russian Arctic ports (Archangel)","true","63.92000000","38.07916600","Russia","Onega","Oblast Archangelsk",,"11"
"801LEH","Le Havre de Grace","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","49.49361100","0.10750000","France","Le Havre","Normandie",,"11"
"802GAV","Gâvres","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","47.69388800","-3.35250000","France","Gâvres","Bretagne",,"11"
"802HON","Honfleur","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","49.41972200","0.23277700","France","Honfleur","Normandie",,"11"
"802LEH","Le Hourdel","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","50.21472200","1.56444400","France","Le Hourdel","Hauts-de-France",,"11"
"803BRS","Brest","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","48.40000000","-4.48333300","France","Brest","Bretagne",,"11"
"803MAR","Marquise","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","50.81277700","1.70777700","France","Marquise","Hauts-de-France",,"11"
"804BOR","Bordeaux","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","44.83333300","-0.56666600","France","Bordeaux","Nouvelle-Aquitaine",,"11"
"804BOU","Boui","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","46.98030000","-2.01040000","France","Bouin","Pays de la Loire",,"11"
"804CAR","Carentan","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","49.30305500","-1.24805500","France","Carentan","Normandie",,"11"
"804EUU","Eu","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","50.04583300","1.42055500","France","Eu","Normandie",,"11"
"804LAB","La Bouille","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","49.35000000","0.93333300","France","La Bouille","Normandie",,"11"
"804LAN","Port Lannay","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","48.21520000","-4.07350000","France","Port-Launay","Bretagne",,"11"
"804LEC","Le Crotoy","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","50.21583300","1.62500000","France","Le Crotoy","Hauts-de-France",,"11"
"804LES","Lescoff","Frankrig","6","Atlantic Coasts of France Spain and Portugal","23","France - Atlantic Coast","true","48.03833300","-4.70833300","France","Lescoff","Bretagne",,"11"
